user,market_group,total_pnl,trade_count,pnl_per_trade,specialization_score
0xdfccf476c6b01557de9f48b321eae23124ee441b,mlb_game,24718.897263,29,852.3757676896552,1.0
0xa6d9a59b44c1fda77a3470c8634ac32be3ad2d2e,nba_game,24126.311810000007,618,39.039339498381885,0.7648488395278784
0x10fbc3d2421e002f269089d15be6a56ce6ffc66c,crypto_launch,24049.511535,284,84.6813786443662,1.0
0x231786b506ac0fb5f271f8145599436efad3c891,nhl_game,23930.101361,536,44.64571149440299,1.0
0x46c6ef852acfc396c8a2837db59e220cf65ea48e,soccer_game,23826.733619,10,2382.6733618999997,0.9393842293736543
0x9137301589619f1374fb4a841bc617f0c3f15ebf,other,23809.133599,232,102.62557585775862,1.0
0x052cc31cb18b95c4b5272a46db247ac7094a404e,other,23569.327018,17,1386.4310010588235,1.0
0xa4f11a29977d52294d44f761d98789f739f62417,crypto_launch,23485.055064,39,602.1808990769231,1.0
0xde324a83c0fc3051a67dd60be948f7e73210700c,other,23462.201095,1517,15.466183978246539,1.0
0xf4bd76bb83ff9596d33b1c27ebb73f84f336bf7b,esports_match,23433.198108,59,397.1728492881356,0.8854125587151909
0x751a2b86cab503496efd325c8344e10159349ea1,esports_match&music_awards,23370.78,22,1062.3081818181818,1.0
0x83447ac8dcfcc6e2bc8996c4ff3494118915ebed,crypto_launch,23102.015126,76,303.9738832368421,1.0
0xa6039069be83e29d69402ff85538d7ed4d2e96e8,crypto_launch,22844.554,11,2076.7776363636362,1.0
0xa20bacaab782a97e8ccf68fcd8e8e1028fe6df6e,crypto_launch,22725.723069999996,75,303.0096409333333,1.0
0x88a1490ef812e52c9bcc8fe9e97d286ae873ad45,mlb_game,22538.559644999998,139,162.1479111151079,0.8203580309889005
0x2e9e23a9d8eba72f6451e35311578f1118b07bd8,soccer_game,22206.486489,130,170.81912683846153,1.0
0xdee4c5284247f9f07cd3f40a5e8df8b8d06087df,crypto_launch,22011.692273,112,196.5329667232143,1.0
0x7ff679cf965f786021226c6657450ccba841a199,nba_game,21574.436338,27,799.0531977037036,1.0
0xc1b399b26020a4f689108e9640fd3dc8ffc8501c,other,21550.070504,357,60.36434314845938,1.0
0x80c5138097dfa8b2b4139baebb1507e582e965d1,esports_match,21535.312001,44,489.4389091136363,1.0
0xff48ad1a65008847c2b6fc41fab404ffba74b0ec,soccer_game,21170.809175,115,184.09399282608695,1.0
0x4c86cdfff0fcff0f6b56a9ddb9f805b4b28f6993,soccer_game,20766.946466,1908,10.884143850104822,0.8861834306835098
0x23f10aaa1ea96d73d3ca08726bef2ae415d7e733,other,20668.157655999992,18,1148.2309808888886,1.0
0xca21960ebeafbf2fdc40d95dc10c04ace133b07c,nba_game,20287.272353,295,68.77041475593221,0.8641602144546373
0x398dafc40ced1757f33a263d809f18666ba5c7c3,crypto_launch,20237.494879,35,578.2141394,1.0
0xcdfe1e23d205266d99347b30e4b4d9b1b44efd89,nhl_game,20223.82,10,2022.382,1.0
0x9e003b894b2bcdaac54aa873c3dd63e1a88e14ec,crypto_launch,20150.361258,806,25.000448210918115,0.8684844776939585
0x18724471b0fdc13b34422a8fc95975672ceaeff8,crypto_launch,20069.5,17,1180.5588235294117,1.0
0x1fd9eab54bb2bdd2b7877196b275cf26836004bc,crypto_launch,20020.7816,19,1053.725347368421,1.0
0x7a59d74438998abd84ad8fd59b88ee7147b31aec,crypto_launch,20008.0,12,1667.3333333333333,1.0
0x42204af33840917883ebd991a4589a558cc1f5b1,crypto_launch,19925.357,19,1048.703,1.0
0x750293910fb12264a6d02f5c3bb6390a00bdbeaf,other,19758.703707,76,259.9829435131579,0.8869510283740204
0xf5fe66aad11eee5ceef6e11aa0c3ca21b2ac6bbe,crypto_launch,19668.5,16,1229.28125,1.0
0x15f7d389153f1937ba3da76365660ca57b99f0a8,crypto_launch,19514.0,14,1393.857142857143,1.0
0xf9860946d8540f841cd2f273e10a425286564e2e,crypto_launch,19511.5,11,1773.7727272727273,1.0
0x0f647d05f71224342adb57a2d326e187671aabb1,crypto_launch,19479.26,10,1947.926,1.0
0xdbd7c4e44ee4856507f13fe5d3eabc29e9b07098,nhl_game,19422.0,10,1942.2,1.0
0x02fc60bf8730beca5e179901c0cda4a99ef12c31,nfl_game,19409.952986,32,606.5610308125,0.878063350288587
0x7e5c57b9e0225ce0b1d96b5f402b1d60f10f653d,crypto_launch,19202.4431,24,800.1017958333333,1.0
0xbb8e6477bcb4d0a79449507c607d36fd228fb243,us_politics_figures,19022.751936000004,20,951.1375968000002,1.0
0x9b4862e8fecab5aa998288a58cc2a17ea29255a1,other,18969.3482,37,512.6850864864865,0.9471164005460231
0x0026ca70e996c6119f9a47a425245d227dcbaef7,other,18925.828120999995,373,50.73948557908846,1.0
0x4526964246242015bfa78c294033565be6797a45,us_politics_figures,18905.206021,1629,11.605405783302642,0.7940844735466421
0x47894e367aa51eba7499cbecec3ae02d5218f9b7,mlb_game,18899.288767,19,994.6994087894736,1.0
0xbc5580a51e7effeefe2665f8a66df028fcddb5a4,crypto_launch,18875.5,18,1048.638888888889,1.0
0x834ea21b0b55e1fa3804e2aaf5c15fe0b5648015,soccer_game,18846.423463,257,73.3323870155642,0.9409105664739796
0x6953e876d23613692263b899e54361cb26b5fb50,crypto_launch,18686.448,14,1334.7462857142857,1.0
0xe529bca3ba9ab80b3d8fb3fc1e657521f64be7b1,esports_match,18529.723549,203,91.27942634975369,1.0
0x52482d38a41eff48e1bdb46233373caa99cbaabb,mlb_game,18383.534195,36,510.6537276388889,1.0
0x801dbe416065cfa8ecffeae526eeb37f393fd8e0,crypto_launch,18381.940748,1683,10.922127598336305,0.8261206438056877
0x075f5a3743e59d0030c331eb9d059f535b9bf783,crypto_launch,18174.986414000003,2937,6.188282742254001,1.0
0xd6d697b29fb1061867dd29cf899655f94ba12b50,crypto_launch,18075.010101,126,143.45246111904763,1.0
0xa39a38fbb98ad026c5a6b126d74d891e1be51246,nhl_game,17989.19467,89,202.12578280898876,0.8087142811554517
0xa315afc43cd6c3fc06774d33d769d0ff043ecabb,other,17980.678732999997,161,111.6812343664596,1.0
0xbb066c718991a5e70236e8ae7864732a1b24d915,nhl_game,17739.040398999998,11,1612.640036272727,1.0
0x56d805e847a062dc8bad3a5e3a4892d982f9a862,crypto_launch,17467.79087300001,587,29.75773572913119,0.8105551512402662
0x1281d24ee91406bdc71fc94a2a89b464fe378d51,esports_match,17459.778920999997,120,145.498157675,1.0
0x27ba5eb7507154cfd2c7ed50991c07f1729ca635,crypto_launch,17202.0,13,1323.2307692307693,1.0
0xc13ad72937dbe8b4f31e5ae1aafd486ca8ac6471,other,17119.06489,64,267.48538890625,1.0
0x471ffb3a6e63b8a0d960c6451295db625461f60a,nba_game,17107.433319,260,65.79782045769231,0.7749207277715232
0x3745ea2359adc5992b91402fc86e3f0d8419cf3b,ufc_fight,17085.950919,34,502.5279682058823,1.0
0x7ad97612488bdbed4e31eee8aeecca3ec1fe2388,crypto_launch,17000.0,12,1416.6666666666667,1.0
0xa85bd18d65f91265f84f4d6f7a5f8bf447690128,crypto_launch,16997.486454,26,653.7494790000001,1.0
0x1e3d284ad1011f7c841b0c60e50ab1b0fbe05233,crypto_launch,16710.069438,11,1519.0972216363634,1.0
0xcc500cbcc8b7cf5bd21975ebbea34f21b5644c82,geopolitics_diplomacy&market_terms,16649.235113000002,140,118.92310795000002,0.865370821107847
0xea8ee311382139d952087a669252252625663de0,mlb_game&nfl_game,16567.668577,46,360.1667081956522,1.0
0x5173fa5aec3098fe92bc921e22b86ecc6fa9a250,crypto_launch,16359.940000000002,22,743.6336363636365,1.0
0x8f7bb1d97c28278e28943b8481f1a1651605154b,other,16353.466229999998,471,34.7207350955414,0.8429033599635352
0x7771ffa21b0b5b8225b31b0a7ed0e97e15b62d74,crypto_launch,16343.230710000002,17,961.3665123529413,1.0
0x37675b0b6a2a34f8449fc1b88457714ee05d535a,crypto_launch,16309.742627,84,194.16360270238096,1.0
0x689ae12e11aa489adb3605afd8f39040ff52779e,elon_musk,16063.812095,2414,6.654437487572493,1.0
0x173f157b194513728fa1570081b022726271d390,crypto_launch,15990.033366,27,592.2234579999999,1.0
0x62a6b914b70deb49ced5b84df721bc198e574f9f,crypto_launch,15974.0,18,887.4444444444445,1.0
0x96bc505d7778e13148ceff384527aa0a9d1a7fb4,esports_match,15879.360199,54,294.0622259074074,0.9166196855425152
0xacdfc4ff9df56897a39554207da79f53fb6e0ec4,mlb_game,15833.543362,556,28.477595974820144,1.0
0x9b6b39f153a287c8abbdb5401117e874016f68ee,other,15806.413439,96,164.65013998958332,1.0
0xec65d156e1dfc883c1ec1bc9ed7b7a16a47ecf87,ufc_fight,15749.712999,23,684.7701303913043,1.0
0xf9f207b77137caa79c6c4516abdef3133db45cba,company_earnings,15585.138311000002,1669,9.338009772917916,0.860780195642557
0x725e9e8bbbdd9dcef4ec822fb8e562f088c88b51,crypto_launch,15545.167162,64,242.89323690625,1.0
0x644fbb97955b6533745ef447751a36a37f0b8bc9,esports_match,15518.837254000004,60,258.6472875666667,0.9326623523854056
0x462748296940174d7b397c4200490751ffa3d979,crypto_launch,15508.0,16,969.25,1.0
0x72fb2cd290ede162a06ad9033f11da0d169e1b04,crypto_launch,15498.582,25,619.94328,1.0
0x25cc572fae8d022da57a888597561908fd669297,nba_game,15475.931646,111,139.42280762162162,1.0
0x104a3f6e99cd5c8f71be63809ad2c3bb04b95b05,other,15470.028348000003,25,618.8011339200001,1.0
0xfee561fbe96d2fdc5e7b3fe4e492f091e8bba679,crypto_launch,15388.45589,19,809.9187310526315,1.0
0xa22b401134ab14f9de70809b625428f8c5c73525,other,15287.039177,21,727.9542465238095,1.0
0xc4c8ba00c73713e5371e5178066e3f55c0c2fed1,nba_game,15239.362297,117,130.2509598034188,1.0
0xbe4e2a2643a662413cdcfcf6b4120cfc0b80aaad,other,15195.5,34,446.9264705882353,1.0
0x500ae3db27b9b8a721a8bc1f68a1ed8b47c3a800,crypto_launch,15183.998640000002,1590,9.549684679245283,1.0
0x376950293cc16be5b2e73bf9c84ccedfe882fb32,crypto_launch,15123.861,14,1080.2757857142858,1.0
0x7fe16615fe1887a9190e88dc8adb9a20153b57a3,crypto_launch,15024.5,13,1155.7307692307693,1.0
0x23f9d42e1812ed1b55236116c55d7a29b9e837b7,other,15021.156506,187,80.32704013903744,1.0
0x371a71830db41a78db41747b3639016d6168ef75,crypto_launch,15000.522,14,1071.4658571428572,1.0
0xb9404f1d5b9d4d0de122ad9a272590d975293784,crypto_launch,14988.5589,22,681.2981318181818,1.0
0xf2b5ac6ac0e81699b568986a5bb86035b26cfd10,crypto_launch,14971.0,17,880.6470588235294,1.0
0x418682ec49b916c9032fa1dad3a62a07eaf49766,crypto_launch,14962.577514,234,63.94263894871795,1.0
0xf86db4412e1ca417e7a7ef632b6eb78d237be314,other,14960.870024,14,1068.6335731428571,1.0
0x9b5a384ca5b3ebecc6bd379c5bf1f4e98e5c8352,crypto_launch,14954.6503,13,1150.3577153846154,1.0
0xa7b38015ffb0f3fe69e3a71d904ff9f3452892f8,nhl_game,14867.626507000008,70,212.3946643857144,1.0
